,Street_Name,X,Beds,Baths,Garage_Spaces,Baths.1,City_Name,Closing_Date,Complex_Name,County,DOM,Sale_Price,Street_Number_Numeric,Unit_Floor_Location,Waterfront_Description,Year_Built,Zip_Code,longitude,latitude
1411,New River Dr E,1276.0,3.0,2.0,2.0,0.0,Fort Lauderdale,2019-12-16,Watergarden,Broward County,52.0,550000.0,347.0,16.0,Canal Front,2004.0,33301.0,-80.1398632,26.117303600000003
588,Biscayne Blvd,3554.0,2.0,2.0,1.0,1.0,Miami,2020-01-24,MARQUIS,Miami-Dade County,370.0,550000.0,1100.0,54.0,Bay Front,2009.0,33132.0,-80.1694305,25.8758273
1509,Ocean Blvd,1055.0,2.0,2.0,2.0,1.0,Pompano Beach,2020-03-12,THE WITTINGTON,Broward County,55.0,550000.0,1390.0,6.0,Ocean Front,1970.0,33062.0,-78.86726479999999,33.70369960000001
147,190th St,1339.0,3.0,2.0,2.0,1.0,Aventura,2020-03-18,AVENTURA MARINA,Miami-Dade County,12.0,545000.0,3330.0,18.0,Bay Front,2006.0,33180.0,-118.37428200000001,33.858090000000004
805,Collins Ave,1306.0,2.0,2.0,1.0,0.0,Sunny Isles Beach,2020-03-12,OCEANIA I,Miami-Dade County,41.0,542500.0,16425.0,8.0,Ocean Front,1990.0,33160.0,-80.1210954,25.8632138
1445,Ocean Blvd,1445.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-04-14,Shore Club Condo,Broward County,5.0,541000.0,1905.0,7.0,Ocean Front,1976.0,33305.0,-78.86726479999999,33.70369960000001
503,BAYSHORE DRIVE,1250.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-04-10,BAYSHORE TOWERS,Broward County,190.0,540000.0,511.0,6.0,Intracoastal Front,1971.0,33304.0,-82.48573259999999,27.8865876
1167,Galt Ocean Dr,1231.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-03-31,SOUTHPOINT,Broward County,177.0,540000.0,3410.0,18.0,Ocean Front,1974.0,33308.0,-80.0985962,26.1747161
1484,Ocean Blvd,1395.0,2.0,2.0,0.0,0.0,Pompano Beach,2020-01-15,BERMUDA HOUSE CONDO APTS,Broward County,12.0,540000.0,328.0,12.0,Ocean Front,1968.0,33062.0,-78.86726479999999,33.70369960000001
1270,Indian Creek Dr,1369.0,2.0,2.0,1.0,0.0,Miami Beach,2020-02-24,PELORO CONDO,Miami-Dade County,34.0,540000.0,6620.0,5.0,Bay Front,2016.0,33141.0,-97.48687840000001,32.952773
1314,Island Blvd,1122.0,2.0,2.0,1.0,0.0,Aventura,2020-02-19,4000 Williams Island,Miami-Dade County,235.0,540000.0,4000.0,10.0,Intracoastal Front,1985.0,33160.0,-95.53250799999999,29.557535700000003
1639,Ocean Dr,1431.0,2.0,2.0,1.0,0.0,Hollywood,2020-02-07,HOLLYWOOD TOWER,Broward County,145.0,540000.0,3111.0,8.0,Ocean Access,1969.0,33019.0,-80.1311819,25.7779458
738,Center Ct Dr,1357.0,3.0,2.0,2.0,1.0,Weston,2020-05-15,Courtside at Weston Hills,Broward County,96.0,540000.0,2701.0,2.0,Lake Front,2001.0,33332.0,-118.0607813,33.8694422
640,Brickell Ave,1351.0,2.0,2.0,1.0,0.0,Miami,2020-01-13,BRICKELL BAY CLUB CONDO,Miami-Dade County,88.0,539000.0,2333.0,24.0,Bay Front,1974.0,33129.0,-80.19679959999999,25.7553254
1347,Las Olas Cir,1161.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-05-15,Venetian Condo,Broward County,124.0,535000.0,1.0,12.0,Intracoastal Front,1969.0,33316.0,-80.1079968,26.1203348
466,Bayshore Dr,1373.0,2.0,2.0,1.0,0.0,Miami,2020-01-28,The Grand,Miami-Dade County,13.0,535000.0,1717.0,23.0,Bay Front,1986.0,33132.0,-81.7704,26.128629999999998
1467,Ocean Blvd,1426.0,2.0,2.0,1.0,0.0,Lauderdale By The Sea,2020-02-10,SEA RANCH CLUB B,Broward County,33.0,535000.0,5000.0,2.0,Ocean Front,1979.0,33308.0,-78.86726479999999,33.70369960000001
553,Biscayne Blvd,1377.0,2.0,2.0,1.0,0.0,Miami,2019-12-02,50 Biscayne,Miami-Dade County,28.0,535000.0,50.0,49.0,Bay Front,2007.0,33132.0,-80.1694305,25.8758273
826,Collins Ave,1432.0,2.0,2.0,1.0,0.0,Miami Beach,2020-02-11,SEACOAST 5151,Miami-Dade County,0.0,535000.0,5161.0,7.0,Ocean Front,1966.0,33140.0,-80.1210954,25.8632138
